OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength,centroid_lat,centroid_lon,nearest_facility_id,nearest_facility_name,nearest_facility_distance_km,nearest_facility_distance_miles,count_within_1km,count_within_5km,count_within_10km,count_within_15km,count_within_25km,count_within_1mi,count_within_3mi,count_within_5mi,count_within_10mi,count_within_15mi
5486,192410,1924.10,7361268.920749461,10853.941434561744,34.07986258533428,-118.31811298071041,524,FORWARD RECOVERY SOLUTIONS,8.123,5.047,0,0,2,5,8,0,0,0,5,8
5487,192420,1924.20,3497148.749826758,7935.454544859148,34.07988490275458,-118.31134451037889,524,FORWARD RECOVERY SOLUTIONS,8.71,5.412,0,0,1,5,8,0,0,0,5,8
5488,192510,1925.10,3667687.059434929,8117.778674158083,34.07987386383664,-118.30686900965986,524,FORWARD RECOVERY SOLUTIONS,9.1,5.655,0,0,1,5,8,0,0,0,5,8
5489,192520,1925.20,3313098.5027888254,7806.68124677529,34.079930341037,-118.30250935747662,524,FORWARD RECOVERY SOLUTIONS,9.484,5.893,0,0,1,5,9,0,0,0,6,8
5490,192610,1926.10,4471291.153169816,9148.656873981598,34.08136981856515,-118.29616613603163,524,FORWARD RECOVERY SOLUTIONS,10.09,6.269,0,0,0,5,9,0,0,0,6,9
5491,192620,1926.20,2621589.808745825,7268.93645380325,34.07767651539204,-118.29606628311757,524,FORWARD RECOVERY SOLUTIONS,9.984,6.204,0,0,1,5,10,0,0,0,6,9
5492,192700,1927.00,5717757.340444776,9614.054321936232,34.08001822686437,-118.28811854776208,524,FORWARD RECOVERY SOLUTIONS,10.758,6.685,0,0,0,6,10,0,0,0,6,9
5493,194101,1941.01,27368995.706868097,33899.95231588035,34.11142325784758,-118.35303209316623,524,FORWARD RECOVERY SOLUTIONS,7.727,4.802,0,0,1,4,10,0,0,1,5,10
5494,194102,1941.02,37710234.87473533,38288.1554985049,34.11687091914023,-118.3662598532892,524,FORWARD RECOVERY SOLUTIONS,7.653,4.756,0,0,1,5,10,0,0,1,5,10
5495,194200,1942.00,28019872.210367937,29548.083770131692,34.10351342538975,-118.37500861419943,524,FORWARD RECOVERY SOLUTIONS,5.969,3.709,0,0,3,4,10,0,0,1,6,10
5496,194300,1943.00,26597779.074150193,35303.636972730106,34.101675436373576,-118.38753143033905,524,FORWARD RECOVERY SOLUTIONS,5.413,3.364,0,0,3,4,10,0,0,2,6,10
5497,194401,1944.01,5013242.009183706,9747.518610940846,34.08431465121602,-118.36423602407085,524,FORWARD RECOVERY SOLUTIONS,4.74,2.945,0,1,3,4,10,0,1,2,6,10
5498,194402,1944.02,6341559.935500598,14496.29362897321,34.08504554823619,-118.37191337858455,524,FORWARD RECOVERY SOLUTIONS,4.332,2.692,0,1,3,4,10,0,1,2,6,10
5499,194500,1945.00,7376766.359717992,14978.227816091314,34.07818013096873,-118.36960800948886,524,FORWARD RECOVERY SOLUTIONS,3.91,2.43,0,1,3,4,10,0,1,2,6,10
5500,195100,1951.00,20400873.427235536,21728.676987625302,34.100829651649946,-118.26683177598848,524,FORWARD RECOVERY SOLUTIONS,13.373,8.31,0,0,0,2,9,0,0,0,4,9
5501,195201,1952.01,6466990.210426529,13793.857323264587,34.10874708815461,-118.2785289251527,524,FORWARD RECOVERY SOLUTIONS,12.78,7.941,0,0,0,2,9,0,0,0,3,9
5502,195202,1952.02,9450220.006630998,14520.094325256974,34.10295223113972,-118.27855338650492,524,FORWARD RECOVERY SOLUTIONS,12.485,7.758,0,0,0,2,9,0,0,0,4,9
5503,195300,1953.00,6246653.322185709,11071.702968116411,34.0992554169121,-118.28370151826456,524,FORWARD RECOVERY SOLUTIONS,11.881,7.383,0,0,0,2,9,0,0,0,4,9
5504,195400,1954.00,11090253.810661009,17054.023235691984,34.09169719211837,-118.27406532007724,524,FORWARD RECOVERY SOLUTIONS,12.385,7.695,0,0,0,4,9,0,0,0,4,9
5505,195500,1955.00,13080072.18990431,19969.43416703028,34.08819131277854,-118.26462458163029,524,FORWARD RECOVERY SOLUTIONS,13.089,8.133,0,0,0,4,10,0,0,0,4,9
5506,195600,1956.00,5678700.807149701,11167.787060221925,34.08083028522509,-118.26556039283906,524,FORWARD RECOVERY SOLUTIONS,12.793,7.95,0,0,0,4,11,0,0,0,5,10
5507,195710,1957.10,5203272.560989807,9761.838870010415,34.07473401947578,-118.26861456180985,524,FORWARD RECOVERY SOLUTIONS,12.378,7.691,0,0,0,4,11,0,0,0,5,10
5508,195720,1957.20,3110500.284871438,8346.48538620845,34.07376196672991,-118.26338958287833,418,"MELA COUNSELING SERVICES CENTER, INC.",12.313,7.651,0,0,0,4,11,0,0,0,5,9
5509,195802,1958.02,4332629.912311367,9935.908865013778,34.07567538983795,-118.27770819561586,524,FORWARD RECOVERY SOLUTIONS,11.576,7.193,0,0,0,5,10,0,0,0,6,10
5510,195803,1958.03,4062124.9988980033,9006.744409595289,34.081814217708626,-118.27694066855443,524,FORWARD RECOVERY SOLUTIONS,11.804,7.335,0,0,0,4,10,0,0,0,6,9
5511,195804,1958.04,3615043.816930515,7708.3600070097245,34.07877923848431,-118.27283142926254,524,FORWARD RECOVERY SOLUTIONS,12.089,7.512,0,0,0,4,10,0,0,0,5,10
5512,195901,1959.01,3130914.426826522,8190.0158634461495,34.08878346760199,-118.28232701098425,524,FORWARD RECOVERY SOLUTIONS,11.559,7.183,0,0,0,4,9,0,0,0,6,9
5513,195902,1959.02,3742492.6156339217,8216.515848999894,34.08638821430149,-118.27932467257465,524,FORWARD RECOVERY SOLUTIONS,11.737,7.293,0,0,0,4,9,0,0,0,6,9
5514,195903,1959.03,2562591.993549857,6738.806173762205,34.08081767314889,-118.28245219604167,524,FORWARD RECOVERY SOLUTIONS,11.285,7.012,0,0,0,4,10,0,0,0,6,9
5515,197200,1972.00,8364430.119837312,14833.14177089205,34.090400201561344,-118.23450357532211,418,"MELA COUNSELING SERVICES CENTER, INC.",11.312,7.029,0,0,0,1,12,0,0,0,3,11
5516,197300,1973.00,7042090.872374993,15215.65431521394,34.08114216135658,-118.25205890984329,418,"MELA COUNSELING SERVICES CENTER, INC.",11.88,7.382,0,0,0,3,12,0,0,0,4,10
5517,197410,1974.10,14997000.806472821,18531.58848579733,34.09291945525738,-118.25044923576138,418,"MELA COUNSELING SERVICES CENTER, INC.",12.579,7.816,0,0,0,2,12,0,0,0,3,10
5518,197420,1974.20,6625853.294983115,11620.140237364621,34.08320482246979,-118.25719776029885,418,"MELA COUNSELING SERVICES CENTER, INC.",12.399,7.704,0,0,0,3,12,0,0,0,4,10
5519,197500,1975.00,6893860.435489968,10416.13028723031,34.072957704242974,-118.25770259735665,418,"MELA COUNSELING SERVICES CENTER, INC.",11.816,7.342,0,0,0,4,12,0,0,0,5,10
5520,197600,1976.00,4179592.1843522633,10403.494957759338,34.06833628701165,-118.25199856640106,418,"MELA COUNSELING SERVICES CENTER, INC.",11.103,6.899,0,0,0,3,11,0,0,0,5,10
5521,197700,1977.00,7553643.110269873,13927.262297258063,34.06854838303444,-118.24578757008572,418,"MELA COUNSELING SERVICES CENTER, INC.",10.623,6.601,0,0,0,3,12,0,0,0,5,11
5522,199001,1990.01,2689325.9238710185,8021.366299655727,34.07681819822237,-118.21730183671644,418,"MELA COUNSELING SERVICES CENTER, INC.",9.124,5.67,0,0,1,2,11,0,0,0,2,11
5523,199002,1990.02,14479074.40276544,20810.191023656094,34.08080774763061,-118.21999059755728,418,"MELA COUNSELING SERVICES CENTER, INC.",9.615,5.974,0,0,1,2,11,0,0,0,2,11
5524,199110,1991.10,9708508.640832203,14255.807623426801,34.07936557703349,-118.19741645826085,418,"MELA COUNSELING SERVICES CENTER, INC.",8.173,5.078,0,0,1,1,11,0,0,0,3,11
5525,199120,1991.20,10353364.766976224,16463.991791558994,34.07001010771656,-118.19976295582913,418,"MELA COUNSELING SERVICES CENTER, INC.",7.474,4.644,0,0,1,2,12,0,0,1,3,10
5526,199201,1992.01,4253708.587014177,8935.660564329459,34.07622529980831,-118.2119191498012,418,"MELA COUNSELING SERVICES CENTER, INC.",8.733,5.427,0,0,1,2,11,0,0,0,2,11
5527,199202,1992.02,10273091.993661683,18301.576123255807,34.081289729186054,-118.20330484205866,418,"MELA COUNSELING SERVICES CENTER, INC.",8.661,5.382,0,0,1,1,11,0,0,0,3,11
5528,199300,1993.00,27892002.070503533,31628.100910196295,34.09262971585382,-118.19922624399892,418,"MELA COUNSELING SERVICES CENTER, INC.",9.511,5.91,0,0,1,1,11,0,0,0,2,11
5529,199400,1994.00,7503405.8687037835,16929.536529036915,34.08927038895028,-118.20943467027416,418,"MELA COUNSELING SERVICES CENTER, INC.",9.711,6.034,0,0,1,1,11,0,0,0,2,11
5530,199700,1997.00,10447073.768812988,13865.225111110421,34.06759508494343,-118.22023207334946,418,"MELA COUNSELING SERVICES CENTER, INC.",8.636,5.366,0,0,1,2,12,0,0,0,2,11
5531,199801,1998.01,3713869.137530831,9460.365758290382,34.06932057157843,-118.21096952647271,418,"MELA COUNSELING SERVICES CENTER, INC.",8.124,5.048,0,0,1,2,12,0,0,0,2,11
5532,199802,1998.02,3296092.6450845185,8868.744415709665,34.072171598793005,-118.20965713270938,418,"MELA COUNSELING SERVICES CENTER, INC.",8.263,5.134,0,0,1,2,12,0,0,0,2,11
5533,199900,1999.00,4768480.992525133,10157.809967490795,34.065084307462485,-118.21158793922642,418,"MELA COUNSELING SERVICES CENTER, INC.",7.847,4.876,0,0,1,2,12,0,0,1,2,12
5534,201110,2011.10,10913332.25069026,16183.430157422059,34.09480916884681,-118.17434538103713,418,"MELA COUNSELING SERVICES CENTER, INC.",8.827,5.485,0,0,1,2,10,0,0,0,2,9
5535,201120,2011.20,8527607.252173686,13880.288896458767,34.094985271919015,-118.16365765012564,418,"MELA COUNSELING SERVICES CENTER, INC.",8.623,5.358,0,0,1,2,10,0,0,0,2,9
5536,201200,2012.00,4745344.713541188,10433.249804909085,34.088713323173934,-118.17855942546446,418,"MELA COUNSELING SERVICES CENTER, INC.",8.304,5.16,0,0,1,2,11,0,0,0,2,9
5537,201301,2013.01,9323319.56683412,19559.435790279185,34.088247001734786,-118.18785100466918,418,"MELA COUNSELING SERVICES CENTER, INC.",8.59,5.338,0,0,1,2,11,0,0,0,2,11
5538,201302,2013.02,10674503.14844296,14999.881599082397,34.097886877364544,-118.1838940776126,418,"MELA COUNSELING SERVICES CENTER, INC.",9.432,5.861,0,0,1,2,11,0,0,0,2,9
5539,201401,2014.01,14080873.281690637,15489.991104651315,34.08021620922841,-118.18483707807984,418,"MELA COUNSELING SERVICES CENTER, INC.",7.666,4.763,0,0,1,2,11,0,0,1,2,9
5540,201402,2014.02,20894870.69560385,19009.779479613055,34.0689154731381,-118.18778032546028,418,"MELA COUNSELING SERVICES CENTER, INC.",6.713,4.171,0,0,1,2,11,0,0,1,3,10
5541,201501,2015.01,9566161.624194006,14427.973811831132,34.08657934612175,-118.16466755697046,418,"MELA COUNSELING SERVICES CENTER, INC.",7.722,4.798,0,0,1,2,9,0,0,1,2,9
5542,201503,2015.03,4729129.094081259,9203.947941223718,34.085177425398314,-118.17391291582614,418,"MELA COUNSELING SERVICES CENTER, INC.",7.792,4.842,0,0,1,2,10,0,0,1,2,9
5543,201504,2015.04,3964702.9612908103,9633.746301614456,34.080832854962416,-118.17380418878405,418,"MELA COUNSELING SERVICES CENTER, INC.",7.332,4.556,0,0,1,2,9,0,0,1,2,9
5544,201601,2016.01,5816821.746621599,11118.841893629842,34.07270191923663,-118.17747458964352,418,"MELA COUNSELING SERVICES CENTER, INC.",6.619,4.113,0,0,1,2,11,0,0,1,3,9
5545,201602,2016.02,11471575.934433565,18959.118635607996,34.07715483034273,-118.16790423641024,418,"MELA COUNSELING SERVICES CENTER, INC.",6.776,4.211,0,0,1,2,9,0,0,1,2,9
5546,201700,2017.00,18241832.01740658,21283.17458966297,34.06743636575257,-118.1709009317674,418,"MELA COUNSELING SERVICES CENTER, INC.",5.842,3.63,0,0,1,2,10,0,0,1,3,9
5547,203100,2031.00,7076573.730689232,11835.711462643047,34.059083813914995,-118.19648873583668,418,"MELA COUNSELING SERVICES CENTER, INC.",6.374,3.961,0,0,1,2,11,0,0,1,3,11
5548,203200,2032.00,5553914.737153769,10214.8902628598,34.052607701169435,-118.19687680810324,418,"MELA COUNSELING SERVICES CENTER, INC.",5.916,3.676,0,0,1,2,11,0,0,1,3,11
5549,203300,2033.00,16058051.345783422,15611.025193504587,34.059764251801624,-118.20629487640556,418,"MELA COUNSELING SERVICES CENTER, INC.",7.092,4.407,0,0,1,2,12,0,0,1,3,11
5550,203500,2035.00,17863727.7088515,18886.779796122413,34.055931596311936,-118.22006866507814,418,"MELA COUNSELING SERVICES CENTER, INC.",7.87,4.89,0,0,1,2,12,0,0,1,2,12
5551,203601,2036.01,3551943.6372687346,13045.027292915618,34.05167760595311,-118.20821377242449,418,"MELA COUNSELING SERVICES CENTER, INC.",6.695,4.16,0,0,1,2,11,0,0,1,2,11
5552,203602,2036.02,2404778.2565505574,7367.397156493795,34.05085205182361,-118.21146438615298,418,"MELA COUNSELING SERVICES CENTER, INC.",6.899,4.287,0,0,1,2,11,0,0,1,2,11
5553,203710,2037.10,3036174.9923809594,7623.782079544959,34.04989805633367,-118.20094435665976,418,"MELA COUNSELING SERVICES CENTER, INC.",6.03,3.747,0,0,1,2,11,0,0,1,3,11
5554,203720,2037.20,3455623.0839030026,7965.72103813397,34.0468983762212,-118.20316227591758,418,"MELA COUNSELING SERVICES CENTER, INC.",6.017,3.739,0,0,1,2,11,0,0,1,3,11
5555,203800,2038.00,5246195.377093367,9451.847569258538,34.044990480430954,-118.19558782630541,418,"MELA COUNSELING SERVICES CENTER, INC.",5.314,3.302,0,0,1,2,11,0,0,1,3,11
5556,203900,2039.00,4827379.083740151,12242.870584250068,34.03338515077403,-118.19449291359439,418,"MELA COUNSELING SERVICES CENTER, INC.",4.632,2.878,0,1,1,2,11,0,1,1,3,11
5557,204110,2041.10,6499062.053198278,10204.658286649395,34.03879180800255,-118.19872664448646,418,"MELA COUNSELING SERVICES CENTER, INC.",5.227,3.248,0,0,1,2,11,0,0,1,3,11
5558,204120,2041.20,2835229.0779607133,6976.744364999376,34.03389535376984,-118.20118022787754,418,"MELA COUNSELING SERVICES CENTER, INC.",5.231,3.25,0,0,1,2,11,0,0,1,3,11
5559,204200,2042.00,3242089.6307645026,7623.771360190281,34.04362436218934,-118.20508790477848,418,"MELA COUNSELING SERVICES CENTER, INC.",5.991,3.723,0,0,1,2,11,0,0,1,3,11
5560,204300,2043.00,6926359.91036392,10888.003359876095,34.038753995629385,-118.20788456020843,418,"MELA COUNSELING SERVICES CENTER, INC.",5.998,3.727,0,0,1,2,11,0,0,1,2,11
5561,204410,2044.10,3195515.688830472,7602.195938785467,34.04619296651637,-118.21528292483772,418,"MELA COUNSELING SERVICES CENTER, INC.",6.958,4.324,0,0,1,2,11,0,0,1,2,11
5562,204420,2044.20,3251272.3550766753,7655.418699927863,34.04453649004131,-118.21163193663392,418,"MELA COUNSELING SERVICES CENTER, INC.",6.575,4.086,0,0,1,2,11,0,0,1,2,11
5563,204600,2046.00,6269663.162658452,12240.546978229837,34.03709162524296,-118.21681834104527,418,"MELA COUNSELING SERVICES CENTER, INC.",6.71,4.17,0,0,1,2,11,0,0,1,3,11
5564,204700,2047.00,10882902.794642588,13337.0811703752,34.03098689116058,-118.21246375001003,418,"MELA COUNSELING SERVICES CENTER, INC.",6.143,3.817,0,0,1,2,11,0,0,1,3,11
5565,204810,2048.10,8289136.796691303,11974.611178271321,34.028560680689665,-118.20301246019838,418,"MELA COUNSELING SERVICES CENTER, INC.",5.234,3.252,0,0,1,2,11,0,0,1,2,11
5566,204820,2048.20,3445972.398056425,8346.720197160743,34.02382010585898,-118.20585339208944,418,"MELA COUNSELING SERVICES CENTER, INC.",5.409,3.361,0,0,1,2,11,0,0,1,3,11
5567,204910,2049.10,5579346.585994317,9619.431389901012,34.024887627879025,-118.19558229841029,418,"MELA COUNSELING SERVICES CENTER, INC.",4.486,2.787,0,1,1,2,11,0,1,1,3,11
5568,204920,2049.20,9794921.058193717,12795.948168089828,34.01750524046357,-118.19750972049982,418,"MELA COUNSELING SERVICES CENTER, INC.",4.61,2.865,0,1,1,2,11,0,1,1,3,11
5569,205110,2051.10,3088819.3487682026,9229.481900009254,34.02451074783994,-118.21431067052272,418,"MELA COUNSELING SERVICES CENTER, INC.",6.192,3.847,0,0,2,2,11,0,0,1,3,11
5570,205120,2051.20,15781304.274677034,20062.497390065615,34.018759469591586,-118.21180778508753,418,"MELA COUNSELING SERVICES CENTER, INC.",5.926,3.683,0,0,2,2,11,0,0,1,4,11
5571,206010,2060.10,15485647.81789208,21066.370822347795,34.068826610069685,-118.23123446950474,418,"MELA COUNSELING SERVICES CENTER, INC.",9.524,5.918,0,0,1,2,12,0,0,0,3,11
5572,206020,2060.20,9402533.03314232,12029.068454864973,34.05755093219811,-118.23175094758352,418,"MELA COUNSELING SERVICES CENTER, INC.",8.889,5.523,0,0,1,2,12,0,0,0,4,12
5573,206050,2060.50,19210111.773785688,25518.484733876703,34.03151582543157,-118.22289858758606,418,"MELA COUNSELING SERVICES CENTER, INC.",7.095,4.409,0,0,2,3,11,0,0,1,3,11
5574,206051,2060.51,40157736.48732067,30027.529715288336,34.02748979069416,-118.23248131884243,418,"MELA COUNSELING SERVICES CENTER, INC.",7.893,4.905,0,0,2,3,11,0,0,1,4,11
5575,206052,2060.52,9950091.585086027,13475.44187623434,34.048178757981134,-118.23354361752331,418,"MELA COUNSELING SERVICES CENTER, INC.",8.583,5.333,0,0,1,2,12,0,0,0,4,12
5576,206053,2060.53,6331353.510256743,10825.722313083825,34.04503749990928,-118.22439820343085,418,"MELA COUNSELING SERVICES CENTER, INC.",7.671,4.767,0,0,1,2,12,0,0,1,3,11
5577,206054,2060.54,4507280.545448251,9342.520578070284,34.04992841505836,-118.22546775374374,418,"MELA COUNSELING SERVICES CENTER, INC.",7.984,4.961,0,0,1,2,12,0,0,1,3,11
5578,206201,2062.01,2161752.481201971,6940.275485026227,34.047492118099896,-118.24401409600132,418,"MELA COUNSELING SERVICES CENTER, INC.",9.456,5.875,0,0,1,4,12,0,0,0,5,12
5579,206202,2062.02,4067555.009259893,9661.221437063721,34.04673662951268,-118.24033226974782,418,"MELA COUNSELING SERVICES CENTER, INC.",9.108,5.66,0,0,1,4,12,0,0,0,5,12
5580,206301,2063.01,1457910.0712079385,4943.525817232141,34.04366800734098,-118.24763564036543,418,"MELA COUNSELING SERVICES CENTER, INC.",9.639,5.989,0,0,2,4,12,0,0,0,5,12
5581,206302,2063.02,499680.05187832954,3606.4278050426933,34.04270035259504,-118.24564982572294,418,"MELA COUNSELING SERVICES CENTER, INC.",9.433,5.861,0,0,2,4,12,0,0,0,5,12
5582,206303,2063.03,4679996.822340145,10618.507615195522,34.04015135366533,-118.2415929914864,418,"MELA COUNSELING SERVICES CENTER, INC.",8.995,5.59,0,0,2,4,12,0,0,0,5,11
5583,207101,2071.01,3231109.029137875,7720.1822280700435,34.061207544855,-118.2448298486655,418,"MELA COUNSELING SERVICES CENTER, INC.",10.142,6.302,0,0,0,3,12,0,0,0,5,12
5584,207102,2071.02,4467442.106487457,9909.643385903357,34.05928994544051,-118.23952187360696,418,"MELA COUNSELING SERVICES CENTER, INC.",9.61,5.972,0,0,1,3,12,0,0,0,5,12
5585,207103,2071.03,3488830.093959716,9634.345350955817,34.06448725259515,-118.23928467930014,418,"MELA COUNSELING SERVICES CENTER, INC.",9.876,6.137,0,0,1,3,12,0,0,0,4,11
5586,207303,2073.03,1905373.6576734215,5576.464929936338,34.043296588938205,-118.25390413134738,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,9.701,6.028,0,0,1,5,12,0,0,0,5,11
5587,207304,2073.04,541608.1563189356,3459.9798370309386,34.046306250864944,-118.25150967917561,418,"MELA COUNSELING SERVICES CENTER, INC.",10.067,6.255,0,0,0,5,12,0,0,0,5,11
5588,207305,2073.05,2182607.960852604,8262.439762978864,34.04943282099338,-118.24967382567858,418,"MELA COUNSELING SERVICES CENTER, INC.",10.019,6.226,0,0,0,5,12,0,0,0,5,11
5589,207306,2073.06,1737007.144469347,5647.400496550099,34.04886328728585,-118.24643784720453,418,"MELA COUNSELING SERVICES CENTER, INC.",9.718,6.038,0,0,1,4,12,0,0,0,5,12
5590,207307,2073.07,525932.6473524069,2911.191792738821,34.04600582141174,-118.24928026499639,418,"MELA COUNSELING SERVICES CENTER, INC.",9.861,6.127,0,0,1,5,12,0,0,0,5,11
5591,207308,2073.08,494215.08211544895,2815.673159937877,34.04460625240824,-118.25066612719772,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,9.93,6.17,0,0,2,5,12,0,0,0,5,11
5592,207400,2074.00,9358165.872470623,15170.871790294743,34.05577884933886,-118.24560207807373,418,"MELA COUNSELING SERVICES CENTER, INC.",9.939,6.176,0,0,1,4,12,0,0,0,5,12
5593,207501,2075.01,1445854.2491435423,4896.765578919691,34.056447056404345,-118.25297967551798,418,"MELA COUNSELING SERVICES CENTER, INC.",10.591,6.581,0,0,0,5,12,0,0,0,5,11
5594,207502,2075.02,4503362.953657488,9155.677193475593,34.0527118956282,-118.2530961693777,418,"MELA COUNSELING SERVICES CENTER, INC.",10.443,6.489,0,0,0,5,12,0,0,0,5,11
5595,207711,2077.11,7469514.544615906,14744.237737168916,34.046355463498045,-118.26478995982721,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,9.791,6.084,0,0,1,5,11,0,0,0,5,11
5596,207712,2077.12,4383833.968662192,9437.966003556352,34.04774963743829,-118.25642140709853,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.114,6.284,0,0,0,5,12,0,0,0,5,11
5597,207901,2079.01,2188102.4850907973,6864.989107400947,34.042918946933966,-118.26417860859813,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,9.427,5.858,0,0,1,5,11,0,0,0,5,11
5598,207902,2079.02,7532286.542489627,11167.818143519591,34.039839030572196,-118.25901826987699,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,9.202,5.718,0,0,1,5,11,0,0,0,5,11
5599,208001,2080.01,6199667.661559967,11659.754300352339,34.060548918096565,-118.25529689696239,418,"MELA COUNSELING SERVICES CENTER, INC.",10.973,6.818,0,0,0,5,12,0,0,0,5,10
5600,208002,2080.02,4253642.558244367,9520.381994918056,34.065523802549755,-118.25720979468885,418,"MELA COUNSELING SERVICES CENTER, INC.",11.375,7.068,0,0,0,4,12,0,0,0,5,10
5601,208301,2083.01,1000535.2815660002,5183.161538202117,34.06198297803052,-118.26586133304994,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.488,7.138,0,0,0,5,12,0,0,0,5,10
5602,208302,2083.02,4735706.832661612,9852.781004171835,34.063483658356915,-118.26249374876734,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.703,7.272,0,0,0,5,11,0,0,0,5,10
5603,208401,2084.01,2472155.8400149476,6288.165372253775,34.06377077546825,-118.2691419694749,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.644,7.235,0,0,0,5,12,0,0,0,5,9
5604,208402,2084.02,3667724.1023740442,8621.780301432966,34.068369283235576,-118.26602541994406,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,12.188,7.573,0,0,0,5,11,0,0,0,5,9
5605,208501,2085.01,2617928.3280732855,6561.569833656788,34.06953646732851,-118.27195847804273,524,FORWARD RECOVERY SOLUTIONS,11.98,7.444,0,0,0,5,11,0,0,0,6,10
5606,208502,2085.02,2809795.9657150554,6779.017047486213,34.06605384943797,-118.27417669371205,524,FORWARD RECOVERY SOLUTIONS,11.728,7.288,0,0,0,5,11,0,0,0,6,10
5607,208610,2086.10,3768690.9461045135,8269.487905473145,34.07216387292726,-118.28178463739499,524,FORWARD RECOVERY SOLUTIONS,11.133,6.918,0,0,0,5,10,0,0,0,6,10
5608,208620,2086.20,3491004.9060860034,8197.49640206305,34.06971383457396,-118.2779951176359,524,FORWARD RECOVERY SOLUTIONS,11.433,7.104,0,0,0,5,10,0,0,0,6,10
5609,208710,2087.10,1833916.0904571128,5648.952448661496,34.06573242843858,-118.28255355218008,524,FORWARD RECOVERY SOLUTIONS,10.957,6.809,0,0,0,5,10,0,0,0,6,10
5610,208720,2087.20,1773163.9588742126,6918.862930194771,34.0627676741106,-118.28111674529626,524,FORWARD RECOVERY SOLUTIONS,11.056,6.87,0,0,0,5,10,0,0,0,6,10
5611,208801,2088.01,2889587.408934895,7802.2524354494935,34.06009968965055,-118.27662861393428,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.172,6.942,0,0,0,5,12,0,0,0,6,9
5612,208802,2088.02,2276467.591427828,7699.483641623237,34.06215025437787,-118.27868101825834,524,FORWARD RECOVERY SOLUTIONS,11.274,7.005,0,0,0,5,11,0,0,0,6,10
5613,208902,2089.02,1981074.2796514425,5658.6951039161295,34.05645109590847,-118.27238426095543,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.801,6.712,0,0,0,5,12,0,0,0,6,9
5614,208903,2089.03,1714528.6183446231,7038.480884761295,34.05980451125137,-118.27337174734859,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.163,6.937,0,0,0,5,12,0,0,0,6,9
5615,208904,2089.04,1206663.4993777417,4564.636110119919,34.05957294010485,-118.27010509431439,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.169,6.94,0,0,0,5,12,0,0,0,6,9
5616,209103,2091.03,1334880.5039827472,4693.848495550198,34.05711482107387,-118.26404236659774,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.981,6.823,0,0,0,5,11,0,0,0,5,10
5617,209104,2091.04,753009.1315638928,3841.1749983238683,34.059183044023264,-118.26638830032304,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,11.173,6.942,0,0,0,5,11,0,0,0,5,10
5618,209105,2091.05,895832.0983099175,4013.336592936749,34.05765340022331,-118.26776183806237,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.986,6.826,0,0,0,5,11,0,0,0,5,10
5619,209106,2091.06,2385508.82104778,6257.58848632008,34.05426635352805,-118.26744759174981,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.618,6.598,0,0,0,5,11,0,0,0,5,11
5620,209201,2092.01,1810247.9523317544,5620.491333789314,34.05238994569726,-118.26266536212485,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.487,6.517,0,0,0,5,11,0,0,0,5,11
5621,209202,2092.02,2615787.8625193103,6577.413046475748,34.055476327671286,-118.2600065266713,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.873,6.756,0,0,0,5,11,0,0,0,5,11
5622,209300,2093.00,3297115.7031323826,7931.222368841242,34.05073484905408,-118.26831371543531,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.217,6.349,0,0,0,5,11,0,0,0,6,11
5623,209401,2094.01,2321391.9698718986,6370.7127227084375,34.05672601316676,-118.28153689277103,413,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,10.777,6.696,0,0,0,6,12,0,0,0,6,9
