OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength,centroid_lat,centroid_lon,nearest_facility_any_id,nearest_facility_any_name,nearest_facility_any_distance_km,nearest_facility_any_distance_miles,count_any_within_1km,count_any_within_5km,count_any_within_10km,count_any_within_15km,count_any_within_25km,count_any_within_1mi,count_any_within_3mi,count_any_within_5mi,count_any_within_10mi,count_any_within_15mi,nearest_facility_otp_id,nearest_facility_otp_name,nearest_facility_otp_distance_km,nearest_facility_otp_distance_miles,count_otp_within_1km,count_otp_within_5km,count_otp_within_10km,count_otp_within_15km,count_otp_within_25km,count_otp_within_1mi,count_otp_within_3mi,count_otp_within_5mi,count_otp_within_10mi,count_otp_within_15mi,nearest_facility_mat_id,nearest_facility_mat_name,nearest_facility_mat_distance_km,nearest_facility_mat_distance_miles,count_mat_within_1km,count_mat_within_5km,count_mat_within_10km,count_mat_within_15km,count_mat_within_25km,count_mat_within_1mi,count_mat_within_3mi,count_mat_within_5mi,count_mat_within_10mi,count_mat_within_15mi,nearest_facility_residential_id,nearest_facility_residential_name,nearest_facility_residential_distance_km,nearest_facility_residential_distance_miles,count_residential_within_1km,count_residential_within_5km,count_residential_within_10km,count_residential_within_15km,count_residential_within_25km,count_residential_within_1mi,count_residential_within_3mi,count_residential_within_5mi,count_residential_within_10mi,count_residential_within_15mi,nearest_facility_outpatient_id,nearest_facility_outpatient_name,nearest_facility_outpatient_distance_km,nearest_facility_outpatient_distance_miles,count_outpatient_within_1km,count_outpatient_within_5km,count_outpatient_within_10km,count_outpatient_within_15km,count_outpatient_within_25km,count_outpatient_within_1mi,count_outpatient_within_3mi,count_outpatient_within_5mi,count_outpatient_within_10mi,count_outpatient_within_15mi,nearest_facility_iop_id,nearest_facility_iop_name,nearest_facility_iop_distance_km,nearest_facility_iop_distance_miles,count_iop_within_1km,count_iop_within_5km,count_iop_within_10km,count_iop_within_15km,count_iop_within_25km,count_iop_within_1mi,count_iop_within_3mi,count_iop_within_5mi,count_iop_within_10mi,count_iop_within_15mi,nearest_facility_withdrawal_mgmt_id,nearest_facility_withdrawal_mgmt_name,nearest_facility_withdrawal_mgmt_distance_km,nearest_facility_withdrawal_mgmt_distance_miles,count_withdrawal_mgmt_within_1km,count_withdrawal_mgmt_within_5km,count_withdrawal_mgmt_within_10km,count_withdrawal_mgmt_within_15km,count_withdrawal_mgmt_within_25km,count_withdrawal_mgmt_within_1mi,count_withdrawal_mgmt_within_3mi,count_withdrawal_mgmt_within_5mi,count_withdrawal_mgmt_within_10mi,count_withdrawal_mgmt_within_15mi,nearest_facility_co_occurring_id,nearest_facility_co_occurring_name,nearest_facility_co_occurring_distance_km,nearest_facility_co_occurring_distance_miles,count_co_occurring_within_1km,count_co_occurring_within_5km,count_co_occurring_within_10km,count_co_occurring_within_15km,count_co_occurring_within_25km,count_co_occurring_within_1mi,count_co_occurring_within_3mi,count_co_occurring_within_5mi,count_co_occurring_within_10mi,count_co_occurring_within_15mi,nearest_facility_men_id,nearest_facility_men_name,nearest_facility_men_distance_km,nearest_facility_men_distance_miles,count_men_within_1km,count_men_within_5km,count_men_within_10km,count_men_within_15km,count_men_within_25km,count_men_within_1mi,count_men_within_3mi,count_men_within_5mi,count_men_within_10mi,count_men_within_15mi,nearest_facility_women_id,nearest_facility_women_name,nearest_facility_women_distance_km,nearest_facility_women_distance_miles,count_women_within_1km,count_women_within_5km,count_women_within_10km,count_women_within_15km,count_women_within_25km,count_women_within_1mi,count_women_within_3mi,count_women_within_5mi,count_women_within_10mi,count_women_within_15mi,nearest_facility_youth_id,nearest_facility_youth_name,nearest_facility_youth_distance_km,nearest_facility_youth_distance_miles,count_youth_within_1km,count_youth_within_5km,count_youth_within_10km,count_youth_within_15km,count_youth_within_25km,count_youth_within_1mi,count_youth_within_3mi,count_youth_within_5mi,count_youth_within_10mi,count_youth_within_15mi
6448,461300,4613.00,20985084.128617354,29222.98869953048,34.17377536750627,-118.11139582975827,118,"AEGIS TREATMENT CENTERS, LLC",1.898,1.179,0,28,30,54,256,0,28,30,76,248,118,"AEGIS TREATMENT CENTERS, LLC",1.898,1.179,0,2,2,6,26,0,2,2,10,26,118,"AEGIS TREATMENT CENTERS, LLC",1.898,1.179,0,6,6,11,38,0,6,6,14,37,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.036,1.265,0,16,16,22,140,0,16,16,34,134,118,"AEGIS TREATMENT CENTERS, LLC",1.898,1.179,0,20,20,34,186,0,20,20,52,180,133,HEALTHRIGHT 360,3.032,1.884,0,8,8,10,42,0,8,8,14,42,111,"GRANDVIEW FOUNDATION, INC.",3.181,1.977,0,6,6,12,30,0,6,6,14,30,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.036,1.265,0,4,4,7,33,0,4,4,9,32,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.036,1.265,0,16,16,20,102,0,16,16,28,102,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.036,1.265,0,5,5,7,98,0,5,5,13,92,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.634,2.258,0,1,1,3,18,0,1,1,5,18
6449,461400,4614.00,10943648.727695424,15901.565929828914,34.17232446090927,-118.12468820487952,118,"AEGIS TREATMENT CENTERS, LLC",0.666,0.414,4,30,30,70,268,6,30,30,78,250,118,"AEGIS TREATMENT CENTERS, LLC",0.666,0.414,2,2,2,10,26,2,2,2,10,26,118,"AEGIS TREATMENT CENTERS, LLC",0.666,0.414,1,6,6,12,39,2,6,6,14,38,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.02,0.634,0,16,16,30,146,2,16,16,34,140,118,"AEGIS TREATMENT CENTERS, LLC",0.666,0.414,4,20,20,46,192,6,20,20,52,182,96,"PAX HOUSE, INC.",2.718,1.689,0,8,8,14,48,0,8,8,14,42,111,"GRANDVIEW FOUNDATION, INC.",1.95,1.211,0,6,6,10,30,0,6,6,14,30,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.02,0.634,0,4,4,8,36,1,4,4,9,32,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.02,0.634,0,16,16,24,108,2,16,16,28,102,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.02,0.634,0,5,5,13,99,2,5,5,13,98,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.076,1.911,0,1,1,4,19,0,1,1,5,16
6450,461501,4615.01,10807053.520149067,13636.904449301395,34.17416987964895,-118.13722041952163,118,"AEGIS TREATMENT CENTERS, LLC",0.611,0.379,8,30,34,70,270,20,30,30,74,258,118,"AEGIS TREATMENT CENTERS, LLC",0.611,0.379,2,2,2,10,30,2,2,2,10,28,118,"AEGIS TREATMENT CENTERS, LLC",0.611,0.379,3,6,7,12,41,5,6,6,12,39,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,0.647,0.402,4,16,18,30,146,16,16,16,30,146,118,"AEGIS TREATMENT CENTERS, LLC",0.611,0.379,8,20,24,46,194,20,20,20,48,188,96,"PAX HOUSE, INC.",2.761,1.716,0,8,8,14,50,0,8,8,14,44,111,"GRANDVIEW FOUNDATION, INC.",0.855,0.531,2,6,8,10,30,6,6,6,10,30,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,0.647,0.402,1,4,6,8,37,2,4,4,9,32,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,0.647,0.402,4,16,16,24,108,16,16,16,24,108,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,0.647,0.402,2,5,7,13,100,4,5,5,13,99,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.302,2.051,0,1,1,4,18,0,1,1,5,16
6451,461502,4615.02,12620646.292506736,14633.523929436857,34.17521154982424,-118.14621573888664,112,"PRINCIPLES, INC.",0.407,0.253,14,28,36,66,264,20,28,30,72,256,118,"AEGIS TREATMENT CENTERS, LLC",1.408,0.875,0,2,2,8,30,2,2,2,10,22,112,"PRINCIPLES, INC.",0.407,0.253,3,5,7,11,40,5,5,6,12,36,112,"PRINCIPLES, INC.",0.407,0.253,14,16,18,30,146,16,16,16,30,146,112,"PRINCIPLES, INC.",0.407,0.253,14,20,24,44,190,20,20,20,46,182,96,"PAX HOUSE, INC.",3.05,1.895,0,6,8,12,48,0,6,8,14,48,112,"PRINCIPLES, INC.",0.407,0.253,6,6,8,10,30,6,6,6,10,30,104,"GRANDVIEW FOUNDATION, INC.",0.91,0.565,1,3,6,8,34,2,3,4,8,33,112,"PRINCIPLES, INC.",0.407,0.253,14,16,16,24,108,16,16,16,24,108,112,"PRINCIPLES, INC.",0.407,0.253,2,4,7,13,100,4,4,5,13,100,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.662,2.276,0,1,1,3,16,0,1,1,4,16
6452,461600,4616.00,17884091.195927735,18010.619608895275,34.16251698004278,-118.1568343366754,100,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,28,36,94,290,14,28,34,152,260,118,"AEGIS TREATMENT CENTERS, LLC",2.494,1.55,0,2,2,10,28,0,2,2,12,26,104,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,5,7,15,40,3,5,7,22,38,100,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,16,18,48,158,14,16,18,92,144,100,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,20,24,64,202,14,20,24,112,184,94,CASA DE LAS AMIGAS,2.461,1.529,0,6,8,18,56,0,6,8,26,52,104,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,6,8,12,32,6,6,8,14,26,104,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,3,6,8,38,1,3,6,13,35,100,"GRANDVIEW FOUNDATION, INC.",1.135,0.705,0,16,16,40,116,14,16,16,70,110,112,"PRINCIPLES, INC.",1.501,0.933,0,4,7,26,109,2,4,7,61,99,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.125,1.942,0,1,1,5,19,0,1,1,8,17
6453,461700,4617.00,23766381.903989617,27778.098428312136,34.158281805393955,-118.16417281962826,100,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,28,38,140,296,0,28,36,180,270,118,"AEGIS TREATMENT CENTERS, LLC",3.303,2.052,0,2,4,10,26,0,2,2,16,22,104,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,5,8,19,39,0,5,7,26,36,100,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,16,18,90,162,0,16,18,110,154,100,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,20,26,108,204,0,20,24,136,190,94,CASA DE LAS AMIGAS,2.828,1.757,0,6,8,20,60,0,6,8,30,54,104,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,6,8,12,34,0,6,8,16,28,104,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,3,6,10,39,0,3,6,17,35,100,"GRANDVIEW FOUNDATION, INC.",1.953,1.213,0,16,16,68,120,0,16,16,84,116,112,"PRINCIPLES, INC.",2.238,1.391,0,4,7,56,112,0,4,7,78,105,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.453,2.145,0,1,1,6,21,0,1,1,10,18
6454,461901,4619.01,9458533.005969815,13427.543212257151,34.154456861761766,-118.1488853574574,94,CASA DE LAS AMIGAS,1.366,0.849,0,30,36,128,302,14,28,34,178,282,118,"AEGIS TREATMENT CENTERS, LLC",2.426,1.507,0,2,2,10,30,0,2,2,16,26,104,"GRANDVIEW FOUNDATION, INC.",1.428,0.887,0,6,7,18,42,1,5,7,26,39,100,"GRANDVIEW FOUNDATION, INC.",1.428,0.887,0,16,18,74,160,10,16,18,108,152,100,"GRANDVIEW FOUNDATION, INC.",1.428,0.887,0,20,24,92,206,10,20,24,134,194,94,CASA DE LAS AMIGAS,1.366,0.849,0,8,8,24,62,4,6,8,30,56,104,"GRANDVIEW FOUNDATION, INC.",1.428,0.887,0,6,8,12,34,2,6,8,18,32,94,CASA DE LAS AMIGAS,1.366,0.849,0,4,6,11,40,2,3,6,15,37,100,"GRANDVIEW FOUNDATION, INC.",1.428,0.887,0,16,16,60,118,10,16,16,82,112,112,"PRINCIPLES, INC.",2.29,1.423,0,5,7,47,110,0,4,7,74,106,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.01,1.249,0,1,1,7,22,0,1,1,10,20
6455,461902,4619.02,8990947.913184451,12376.653013038456,34.14876365068483,-118.1481311349666,94,CASA DE LAS AMIGAS,1.167,0.725,0,30,36,156,306,4,30,34,178,296,118,"AEGIS TREATMENT CENTERS, LLC",2.9,1.802,0,2,2,16,30,0,2,2,16,28,104,"GRANDVIEW FOUNDATION, INC.",2.044,1.27,0,6,7,23,43,0,6,7,26,41,100,"GRANDVIEW FOUNDATION, INC.",2.044,1.27,0,16,18,90,160,0,16,18,108,160,100,"GRANDVIEW FOUNDATION, INC.",2.044,1.27,0,20,24,116,208,0,20,24,134,204,94,CASA DE LAS AMIGAS,1.167,0.725,0,8,8,28,64,4,8,8,30,58,104,"GRANDVIEW FOUNDATION, INC.",2.044,1.27,0,6,8,14,34,0,6,8,18,34,94,CASA DE LAS AMIGAS,1.167,0.725,0,4,6,14,42,1,4,6,15,38,100,"GRANDVIEW FOUNDATION, INC.",2.044,1.27,0,16,16,68,118,0,16,16,82,118,112,"PRINCIPLES, INC.",2.927,1.818,0,5,7,60,110,0,5,7,74,110,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.698,1.055,0,1,1,10,23,0,1,1,10,20
6456,462001,4620.01,5507636.962523686,10803.22390007603,34.16337373846681,-118.14384435821485,100,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,12,30,36,72,290,18,30,30,136,268,118,"AEGIS TREATMENT CENTERS, LLC",1.401,0.871,0,2,2,10,30,2,2,2,12,28,104,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,2,6,7,12,42,4,6,6,21,40,100,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,12,16,18,30,152,14,16,16,78,148,100,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,12,20,24,46,200,18,20,20,100,192,94,CASA DE LAS AMIGAS,1.754,1.09,0,8,8,14,58,0,8,8,24,50,104,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,4,6,8,10,32,6,6,6,18,30,104,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,1,4,6,8,40,1,4,4,13,36,100,"GRANDVIEW FOUNDATION, INC.",0.445,0.276,12,16,16,24,112,14,16,16,64,110,112,"PRINCIPLES, INC.",1.436,0.892,0,5,7,13,106,2,5,5,48,103,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.392,1.486,0,1,1,4,21,0,1,1,8,18
6457,462002,4620.02,5505805.327101961,10785.63210886035,34.16334542943051,-118.14837332847401,100,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,12,28,36,88,286,14,28,34,148,262,118,"AEGIS TREATMENT CENTERS, LLC",1.752,1.089,0,2,2,10,30,0,2,2,12,24,104,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,2,5,7,12,41,3,5,7,21,38,100,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,12,16,18,44,152,14,16,18,90,148,100,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,12,20,24,60,198,14,20,24,112,186,94,CASA DE LAS AMIGAS,1.97,1.224,0,6,8,16,56,0,6,8,24,50,104,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,4,6,8,10,32,6,6,8,14,30,104,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,1,3,6,8,37,1,3,6,13,35,100,"GRANDVIEW FOUNDATION, INC.",0.475,0.295,12,16,16,38,112,14,16,16,68,110,112,"PRINCIPLES, INC.",1.313,0.816,0,4,7,21,105,2,4,7,58,103,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.632,1.635,0,1,1,4,19,0,1,1,8,17
6458,462100,4621.00,11236050.817604827,13716.960536720871,34.16340544836189,-118.137008433768,100,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,14,30,34,72,282,20,30,30,102,266,118,"AEGIS TREATMENT CENTERS, LLC",0.977,0.607,2,2,2,10,28,2,2,2,14,28,104,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,2,6,7,12,41,3,6,6,18,39,100,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,10,16,18,30,150,12,16,16,50,146,100,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,14,20,24,46,196,16,20,20,72,190,96,"PAX HOUSE, INC.",1.568,0.974,0,8,8,14,56,4,8,8,18,48,104,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,2,6,8,10,32,4,6,6,14,30,104,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,1,4,6,8,39,2,4,4,10,34,100,"GRANDVIEW FOUNDATION, INC.",0.902,0.561,10,16,16,24,110,12,16,16,42,108,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.74,1.081,0,5,7,13,106,0,5,5,24,100,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.134,1.326,0,1,1,4,20,0,1,1,5,17
6459,462201,4622.01,5778243.807587088,9688.132439479734,34.15489609917394,-118.13696334126591,96,"PAX HOUSE, INC.",0.637,0.396,4,30,34,98,294,16,30,30,144,282,118,"AEGIS TREATMENT CENTERS, LLC",1.859,1.155,0,2,2,10,28,0,2,2,16,28,104,"GRANDVIEW FOUNDATION, INC.",1.575,0.979,0,6,7,16,42,1,6,6,23,42,100,"GRANDVIEW FOUNDATION, INC.",1.575,0.979,0,16,18,50,154,10,16,16,78,150,100,"GRANDVIEW FOUNDATION, INC.",1.575,0.979,0,20,24,68,202,10,20,20,104,196,96,"PAX HOUSE, INC.",0.637,0.396,4,8,8,18,60,6,8,8,28,56,104,"GRANDVIEW FOUNDATION, INC.",1.575,0.979,0,6,8,14,34,2,6,6,18,32,94,CASA DE LAS AMIGAS,0.648,0.402,1,4,6,10,40,2,4,4,14,39,100,"GRANDVIEW FOUNDATION, INC.",1.575,0.979,0,16,16,42,114,10,16,16,64,110,112,"PRINCIPLES, INC.",2.565,1.594,0,5,7,24,106,0,5,5,50,106,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.258,0.782,0,1,1,5,23,1,1,1,10,20
6460,462202,4622.02,6116369.426754193,9952.68578017564,34.14893224589232,-118.13694222081588,94,CASA DE LAS AMIGAS,0.139,0.087,6,30,36,110,304,6,30,30,174,288,118,"AEGIS TREATMENT CENTERS, LLC",2.505,1.556,0,2,2,16,28,0,2,2,16,26,104,"GRANDVIEW FOUNDATION, INC.",2.171,1.349,0,6,7,20,42,0,6,6,25,41,100,"GRANDVIEW FOUNDATION, INC.",2.171,1.349,0,16,18,50,160,0,16,16,106,154,100,"GRANDVIEW FOUNDATION, INC.",2.171,1.349,0,20,24,74,208,0,20,20,132,198,94,CASA DE LAS AMIGAS,0.139,0.087,6,8,8,24,62,6,8,8,30,58,104,"GRANDVIEW FOUNDATION, INC.",2.171,1.349,0,6,8,16,34,0,6,6,18,34,94,CASA DE LAS AMIGAS,0.139,0.087,1,4,6,13,40,1,4,4,14,39,100,"GRANDVIEW FOUNDATION, INC.",2.171,1.349,0,16,16,42,118,0,16,16,80,114,112,"PRINCIPLES, INC.",3.161,1.964,0,5,7,28,110,0,5,5,72,105,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",0.754,0.468,1,1,1,7,23,1,1,1,10,21
6461,462301,4623.01,6807546.38879979,10725.28757490372,34.15496733083428,-118.12701542764742,96,"PAX HOUSE, INC.",0.958,0.595,2,30,34,80,292,6,30,30,110,278,118,"AEGIS TREATMENT CENTERS, LLC",1.84,1.144,0,2,2,10,28,0,2,2,16,26,118,"AEGIS TREATMENT CENTERS, LLC",1.84,1.144,0,6,7,15,42,0,6,6,20,41,100,"GRANDVIEW FOUNDATION, INC.",2.187,1.359,0,16,18,34,154,0,16,16,50,150,118,"AEGIS TREATMENT CENTERS, LLC",1.84,1.144,0,20,24,52,202,0,20,20,74,196,96,"PAX HOUSE, INC.",0.958,0.595,2,8,8,16,58,6,8,8,24,52,104,"GRANDVIEW FOUNDATION, INC.",2.187,1.359,0,6,8,14,34,0,6,6,16,32,94,CASA DE LAS AMIGAS,1.007,0.626,0,4,6,10,39,1,4,4,13,39,100,"GRANDVIEW FOUNDATION, INC.",2.187,1.359,0,16,16,28,114,0,16,16,42,110,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.685,1.668,0,5,7,14,106,0,5,5,28,105,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.142,0.71,0,1,1,5,22,1,1,1,7,21
6462,462302,4623.02,7544740.257343514,11249.339247995445,34.14905606348393,-118.12681413986708,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",0.546,0.339,6,30,36,90,300,6,30,30,142,286,118,"AEGIS TREATMENT CENTERS, LLC",2.487,1.546,0,2,2,16,26,0,2,2,18,26,118,"AEGIS TREATMENT CENTERS, LLC",2.487,1.546,0,6,7,19,43,0,6,6,22,41,100,"GRANDVIEW FOUNDATION, INC.",2.654,1.649,0,16,18,36,158,0,16,16,76,154,118,"AEGIS TREATMENT CENTERS, LLC",2.487,1.546,0,20,24,60,204,0,20,20,104,200,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",0.546,0.339,6,8,8,18,60,6,8,8,26,54,104,"GRANDVIEW FOUNDATION, INC.",2.654,1.649,0,6,8,16,34,0,6,6,16,34,94,CASA DE LAS AMIGAS,0.796,0.495,1,4,6,11,42,1,4,4,14,39,100,"GRANDVIEW FOUNDATION, INC.",2.654,1.649,0,16,16,28,114,0,16,16,62,114,133,HEALTHRIGHT 360,2.862,1.778,0,5,7,18,110,0,5,5,47,105,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",0.546,0.339,1,1,1,6,25,1,1,1,9,22
6463,462400,4624.00,14165404.707775671,15479.284229041445,34.16352391970432,-118.12670610045599,118,"AEGIS TREATMENT CENTERS, LLC",0.957,0.595,4,30,34,78,286,4,30,30,86,262,118,"AEGIS TREATMENT CENTERS, LLC",0.957,0.595,2,2,2,10,28,2,2,2,14,26,118,"AEGIS TREATMENT CENTERS, LLC",0.957,0.595,1,6,7,14,42,1,6,6,18,39,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.77,1.1,0,16,18,34,150,0,16,16,36,146,118,"AEGIS TREATMENT CENTERS, LLC",0.957,0.595,4,20,24,52,198,4,20,20,58,190,96,"PAX HOUSE, INC.",1.744,1.084,0,8,8,14,58,0,8,8,16,44,104,"GRANDVIEW FOUNDATION, INC.",1.797,1.117,0,6,8,14,32,0,6,6,14,30,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.77,1.1,0,4,6,9,40,0,4,4,10,35,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.77,1.1,0,16,16,28,110,0,16,16,28,108,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1.77,1.1,0,5,7,13,106,0,5,5,16,99,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.08,1.292,0,1,1,5,22,0,1,1,5,17
6464,462500,4625.00,27635915.509137787,31260.429941110713,34.1655652938627,-118.10192796383465,133,HEALTHRIGHT 360,1.845,1.147,0,28,30,52,264,0,28,30,76,248,118,"AEGIS TREATMENT CENTERS, LLC",2.812,1.747,0,2,2,4,26,0,2,2,10,26,133,HEALTHRIGHT 360,1.845,1.147,0,6,6,10,39,0,6,6,14,37,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,3.185,1.979,0,16,16,22,142,0,16,16,34,132,118,"AEGIS TREATMENT CENTERS, LLC",2.812,1.747,0,20,20,32,188,0,20,20,52,178,133,HEALTHRIGHT 360,1.845,1.147,0,8,8,10,46,0,8,8,14,42,104,"GRANDVIEW FOUNDATION, INC.",4.037,2.509,0,6,6,12,32,0,6,6,14,28,133,HEALTHRIGHT 360,1.845,1.147,0,4,4,7,35,0,4,4,9,32,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,3.185,1.979,0,16,16,20,102,0,16,16,28,100,133,HEALTHRIGHT 360,1.845,1.147,0,5,5,7,101,0,5,5,13,90,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",3.462,2.151,0,1,1,3,20,0,1,1,5,18
6465,462600,4626.00,11286691.041440511,15930.80833026005,34.160970388823486,-118.11351956226564,118,"AEGIS TREATMENT CENTERS, LLC",2.018,1.254,0,30,30,76,282,0,30,30,84,260,118,"AEGIS TREATMENT CENTERS, LLC",2.018,1.254,0,2,2,10,26,0,2,2,14,26,118,"AEGIS TREATMENT CENTERS, LLC",2.018,1.254,0,6,6,14,41,0,6,6,17,38,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.643,1.642,0,16,16,34,152,0,16,16,34,142,118,"AEGIS TREATMENT CENTERS, LLC",2.018,1.254,0,20,20,52,198,0,20,20,56,188,133,HEALTHRIGHT 360,2.056,1.278,0,8,8,14,52,0,8,8,16,44,104,"GRANDVIEW FOUNDATION, INC.",3.043,1.891,0,6,6,14,34,0,6,6,14,32,133,HEALTHRIGHT 360,2.056,1.278,0,4,4,9,39,0,4,4,10,34,128,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,2.643,1.642,0,16,16,28,112,0,16,16,28,102,133,HEALTHRIGHT 360,2.056,1.278,0,5,5,13,105,0,5,5,14,101,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",2.345,1.457,0,1,1,5,21,0,1,1,5,19
6466,462700,4627.00,18034569.169927698,17736.31388858216,34.15193115467129,-118.11449943700075,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.638,1.018,0,30,34,84,290,0,30,30,108,276,118,"AEGIS TREATMENT CENTERS, LLC",2.653,1.649,0,2,2,14,26,0,2,2,16,26,133,HEALTHRIGHT 360,1.744,1.083,0,6,6,17,42,0,6,6,19,40,100,"GRANDVIEW FOUNDATION, INC.",3.332,2.071,0,16,16,34,156,0,16,16,50,146,118,"AEGIS TREATMENT CENTERS, LLC",2.653,1.649,0,20,20,56,202,0,20,20,74,192,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.638,1.018,0,8,8,16,54,0,8,8,22,52,104,"GRANDVIEW FOUNDATION, INC.",3.332,2.071,0,6,6,14,34,0,6,6,16,34,133,HEALTHRIGHT 360,1.744,1.083,0,4,4,10,40,0,4,4,12,38,100,"GRANDVIEW FOUNDATION, INC.",3.332,2.071,0,16,16,28,114,0,16,16,42,106,133,HEALTHRIGHT 360,1.744,1.083,0,5,5,14,107,0,5,5,27,105,101,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",1.638,1.018,0,1,1,5,24,0,1,1,7,21
